username,text,thumbnail_title,thumbnail_url,tweet_url,created_at,retweets,likes,views
clive waller,@NatWestBusiness I need statements with balances for the financial year for HMRC. Cora is useless. I had the same problem last year. Every business needs this. Why is NatWest asleep? Why is digital assistant so hopeless?,,,[],2024-08-21 11:16:38+00:00,0,0,59
Islandlife,"@NatWestBusiness Please can you tell me why after submitting the form to add a new signatory to my business account in JANUARY, it still isn't done? What is taking so long?",,,[],2024-08-18 22:06:19+00:00,0,0,36
NatWest Business,"Our latest Regional Growth Tracker outlines economic growth trends, cost pressures and business output across all nations and regions of the UK.

Watch below as our Chief Economist Sebastian Burnside dives into the latest insights. 
 
https://t.co/KWxSjpc4rw https://t.co/5GSFcetgCk",,,"[{'display_url': 'spkl.io/6017f61Fc', 'expanded_url': 'http://spkl.io/6017f61Fc', 'url': 'https://t.co/KWxSjpc4rw', 'indices': [235, 258]}]",2024-08-16 11:00:10+00:00,1,0,760
Chip Inn Fish & Chip,@NatWestBusiness https://t.co/ZoV4GFBmmE,,,[],2024-08-14 11:24:32+00:00,0,0,71
((( Andrew Sharp))) #RejoinEU* #FBPA🏴󠁧󠁢󠁳󠁣󠁴󠁿,@NatWestBusiness another online fail - accelerator app won’t show q’s to answer - your IT is utterly 3rd rate,,,[],2024-08-12 10:37:55+00:00,0,0,23
euanT,"@RBS_Help Can you send me a DM, please.",,,[],2024-08-10 16:06:59+00:00,0,0,20
NatWest Business,"Apply to our Accelerator programme and get coaching and mentoring, plus access to free co-working spaces, a network of specialists and exclusive events. https://t.co/5Xy9UGj8wR #NatWestAccelerator https://t.co/iR9FQwvZTT",,,"[{'display_url': 'natwest.com/business/busin…', 'expanded_url': 'https://www.natwest.com/business/business-services/entrepreneur-accelerator.html', 'url': 'https://t.co/5Xy9UGj8wR', 'indices': [153, 176]}]",2024-08-09 14:55:08+00:00,1,0,620
NatWest Business,"Check out Beth Tweddle on the NatWest Business Show podcast. 

In this episode of our Team GB mini-series the former World Champion gymnast talks to Angellica Bell about competition and failure.

Watch: https://t.co/pJyed1kbV3

Or listen on Spotify: https://t.co/c7xo2nm8rl https://t.co/RVMVf7meKH",,,"[{'display_url': 'spkl.io/60124hiL4', 'expanded_url': 'http://spkl.io/60124hiL4', 'url': 'https://t.co/pJyed1kbV3', 'indices': [203, 226]}, {'display_url': 'spkl.io/60134hiLf', 'expanded_url': 'http://spkl.io/60134hiLf', 'url': 'https://t.co/c7xo2nm8rl', 'indices': [250, 273]}]",2024-08-07 13:10:48+00:00,3,2,2034
Andy Hunt,@NatWestGroup @NatWest_Help @NatWestBusiness I urgently need to have my business account sorted. This is appalling way to treat a customer over such a serious matter,,,[],2024-08-02 11:29:37+00:00,0,0,195
Andy Hunt,@NatWestBusiness @SkyNews @BBCNews @itvnews who’s interested in this story? DM me and I’ll tell the full story,,,[],2024-08-02 13:34:26+00:00,0,0,134
Andy Hunt,@NatWestBusiness I’m still waiting for a call. This is an urgent matter,,,[],2024-08-02 11:47:51+00:00,0,0,63
Andy Hunt,@NatWestGroup @NatWest_Help @NatWestBusiness I urgently need to have my business account sorted. This is appalling way to treat a customer over such a serious matter,,,[],2024-08-02 11:29:37+00:00,0,0,195
NatWest Business,"Find out how biometrics can make your business more secure while speeding up transactions for improved customer experience. Read more here. 

https://t.co/V4hspXtR1Y https://t.co/5YVsgUDC2C",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/technology/fraud/why-biometrics-is-key-to-staying-safe-online.html', 'url': 'https://t.co/V4hspXtR1Y', 'indices': [142, 165]}]",2024-08-01 11:52:15+00:00,2,1,479
NatWest Business,Calling ambitious entrepreneurs! Join our Accelerator programme to help grow your business. https://t.co/5Xy9UGj8wR #NatWestAccelerator https://t.co/XM1yOw2C5X,,,"[{'display_url': 'natwest.com/business/busin…', 'expanded_url': 'https://www.natwest.com/business/business-services/entrepreneur-accelerator.html', 'url': 'https://t.co/5Xy9UGj8wR', 'indices': [92, 115]}]",2024-07-31 14:55:02+00:00,0,1,382
NatWest Business,"Episode three of the current series of the NatWest Business Show podcast stars sports agent Deji Akande. 

Deji talks to Angellica Bell all about the art of talent management. 

Tune in here: https://t.co/M32fdhfgoW https://t.co/AY1ztbZSAB",,,"[{'display_url': 'youtu.be/HYDIoEr4Ie8', 'expanded_url': 'https://youtu.be/HYDIoEr4Ie8', 'url': 'https://t.co/M32fdhfgoW', 'indices': [192, 215]}]",2024-07-31 14:36:20+00:00,0,1,399
Caroline Villiers,@NatWestBusiness well it’s been a week since you locked me out of my account. I have rung you every day. I have visited a branch. You haven’t resolved the issue. I haven’t once been contacted by you. Please do better. Today.,,,[],2024-07-29 09:15:28+00:00,0,0,49
Caroline,@NatWestBusiness please can someone contact me via DM.  I want to open an additional Bus Acct and have done that previously via the App/Help/Cora/speak to an advisor.  Now that tells me I have to do it via website.  I don’t know which acct is best so need to talk to someone.,,,[],2024-07-26 17:21:45+00:00,0,0,29
NatWest Business,"Have you caught up with Series 5 of the NatWest Business Show yet? It's our Team GB special. 

The first two episodes with Sir Chris Hoy and Alice Dearing are already live.

Watch or listen to all episodes here: https://t.co/bIhgDP0ELz https://t.co/IGVZkzw3Ti",,,"[{'display_url': 'spkl.io/60114C0fT', 'expanded_url': 'http://spkl.io/60114C0fT', 'url': 'https://t.co/bIhgDP0ELz', 'indices': [212, 235]}]",2024-07-26 15:53:42+00:00,1,0,802
NatWest Business,"Verona Johnstone-Hulse, UK Government Affairs &amp; Global Institutions Engagement Lead at NCC Group, outlines what manufacturers, developers, and vendors need to know about the Cyber Resilience Act. Read her insights here: https://t.co/bMTKTUXEme #EUregulation https://t.co/ZbbA3PkmPm",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/sector-trends/technology-media-and-telecoms/preparing-for-the-eu-cyber-resilience-act.html', 'url': 'https://t.co/bMTKTUXEme', 'indices': [224, 247]}]",2024-07-25 15:00:02+00:00,1,1,432
NatWest Business,@rhydy Thank you. I appreciate your patience and understanding. I hope you get this matter resolved. Have a good day.,,,[],2024-07-25 10:43:03+00:00,0,0,23
NatWest Business,@rhydy The process is the e-form is completed and submitted. Assuming no issues once processed the transfer takes place in 35-95 days by close of business on that day.,,,[],2024-07-25 10:40:09+00:00,0,0,30
NatWest Business,"@rhydy I will pass your feedback on. To provide a transfer date does require security to be undertaken. This can only be done via secure means. Please contact 03457 114477, if the agent is not able to assist you can look to raise a complaint.",,,[],2024-07-25 10:38:26+00:00,0,0,21
NatWest Business,"@rhydy I completely understand, cash flow is important. I am unable to talk about account specifics via social media. If you contact us on 03457 114477 or start a chat with Cora on the main website my colleagues or myself can provide you with a date.",,,[],2024-07-25 10:31:38+00:00,0,0,47
NatWest Business,"@rhydy Hi, you are speaking to David. I am sorry for any confusion caused. If you are withdrawing to a NatWest linked account you can do this via an e-form. If you do not have a linked account you will need to visit your local branch in order to complete the request.",,,[],2024-07-25 10:25:33+00:00,0,0,19
NatWest Business,"Explore our Accelerator programme and you could fast track your business with free coaching, seminars, mentors and more. https://t.co/5Xy9UGj8wR #NatWestAccelerator https://t.co/G6emwC8frK",,,"[{'display_url': 'natwest.com/business/busin…', 'expanded_url': 'https://www.natwest.com/business/business-services/entrepreneur-accelerator.html', 'url': 'https://t.co/5Xy9UGj8wR', 'indices': [121, 144]}]",2024-07-24 14:55:02+00:00,1,0,346
NatWest Business,"Today sees the publication of the UK version of the Global Entrepreneurship Monitor (GEM) report.

Read the article to see the key takeaways and download this special edition, looking at the last 25 years of entrepreneurial activity in the UK.

https://t.co/S32OvxnuM9 https://t.co/n0iRezLLdA",,,"[{'display_url': 'spkl.io/60134CWwN', 'expanded_url': 'http://spkl.io/60134CWwN', 'url': 'https://t.co/S32OvxnuM9', 'indices': [245, 268]}]",2024-07-23 13:07:15+00:00,0,0,370
Mini Map-Makers Global CIC,The most unprofessional uncommunicative bank .. @NatWestBusiness have messed me about for the last 77 days - I applied in plenty of time for the holidays.. one day to go - declined. #recommendationsforacic,,,[],2024-07-22 18:01:13+00:00,0,0,170
NatWest Business,"In the latest episode of Beyond the Podium, three-time Olympic champion cyclist Ed Clancy speaks on the importance of focus, goal setting, resilience, and celebrating your wins. Check it out! #resilience #leadership 
https://t.co/EpWrlFajIP https://t.co/7DdGDpnm10",,,"[{'display_url': 'youtube.com/watch?v=KnnFq8…', 'expanded_url': 'https://www.youtube.com/watch?v=KnnFq8xKj3g', 'url': 'https://t.co/EpWrlFajIP', 'indices': [217, 240]}]",2024-07-22 14:00:02+00:00,1,0,349
NatWest Business,"When the owners of communications business TMC decided to turn a disused retail store into a new office and collaboration hub, we were there to help. Read how we supported them:
https://t.co/q2LotjgTy0

#NatWest #Retrofit #FamilyBusiness https://t.co/nrgNnD6i0t",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/business-management/business-strategy/building-a-local-resource-for-collaboration.html', 'url': 'https://t.co/q2LotjgTy0', 'indices': [178, 201]}]",2024-07-19 15:47:30+00:00,1,0,383
NatWest Business,"This week's Beyond the Podium episode sees British jockey and former Olympic champion track cyclist Victoria Pendleton share the importance of female role models – 
in sport and in business. Check it out! https://t.co/EjHBH452hZ

#leadership #womeninbusiness #TeamGB https://t.co/YujPVh85af",,,"[{'display_url': 'youtu.be/TWQoI_Q3zyw?si…', 'expanded_url': 'https://youtu.be/TWQoI_Q3zyw?si=3rul9naDcfNvbow-', 'url': 'https://t.co/EjHBH452hZ', 'indices': [205, 228]}]",2024-07-18 13:00:03+00:00,1,0,443
Friends of Grove Farm,"@NatWestBusiness hi there, do you donate to local charities?",,,[],2024-07-18 08:54:30+00:00,0,0,22
NatWest Business,"Apply to our Accelerator programme and get coaching and mentoring, plus access to free co-working spaces, a network of specialists and exclusive events. https://t.co/5Xy9UGj8wR #NatWestAccelerator https://t.co/uMRHipIUZz",,,"[{'display_url': 'natwest.com/business/busin…', 'expanded_url': 'https://www.natwest.com/business/business-services/entrepreneur-accelerator.html', 'url': 'https://t.co/5Xy9UGj8wR', 'indices': [153, 176]}]",2024-07-17 14:55:06+00:00,4,2,512
chels,@NatWest_Help how long should it take for a card to come? It’s been over a week now,,,[],2024-07-14 17:17:31+00:00,0,0,37
@aparkinson65,@NatWest_Help @NatWestBusiness 2) I’ve never been asked to do this by @santanderuk in the 20 plus years I’ve had an account with them. Your letter says you MUST do this or my account may be frozen - why your bank but not my other one. (Part 2 of 2),,,[],2024-07-11 18:58:56+00:00,0,0,54
TRH,"Trying to open a @NatWestBusiness account.
48 hours for email responses, no help in the branch as ""it's all online now"". Any chance someone from the business team can get in touch ASAP to sort it out?",,,[],2024-07-11 17:24:04+00:00,0,2,46
Mini Map-Makers Global CIC,Any CICs advise of better banks that care about you - not @NatWest_Help @NatWestBusiness  - taken over 10 weeks to sort out an overdraft so I can do some school projects over the holidays..,,,[],2024-07-11 16:02:26+00:00,0,0,113
NatWest Business,"With fraud and scams targeting different areas of the education sector, we speak to our fraud specialist to get the latest insight and advice.

https://t.co/uQPREsJ4lZ https://t.co/4GlEiX4qxe",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/technology/fraud/is-your-school-safe-from-fraudsters.html', 'url': 'https://t.co/uQPREsJ4lZ', 'indices': [144, 167]}]",2024-07-11 13:07:02+00:00,1,0,441
Gary Edwards,@NatWestBusiness @NatWest_Help I do believe my bank account has been hacked!!! #NatWest,,,[],2024-07-10 15:40:02+00:00,0,0,103
NatWest Business,"@Fatima05082329 If you would like to make a complaint , please start a chat with us via https://t.co/2vs5EtbHUO with CORA and we will look into this for you 😊",,,"[{'display_url': 'Natwest.com', 'expanded_url': 'http://Natwest.com', 'url': 'https://t.co/2vs5EtbHUO', 'indices': [88, 111]}]",2024-07-10 15:44:11+00:00,0,0,31
NatWest Business,"As a business owner, cashflow is key to maintaining a healthy balance sheet. Helen Glover speaks candidly about the point when she realised it was time to budget and plan ahead to reach her goals.

https://t.co/a5cw8aJ6HU https://t.co/04BurT8hdG",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/finances/cash-flow/helen-glover-on-budgeting-and-savings-goals.html', 'url': 'https://t.co/a5cw8aJ6HU', 'indices': [198, 221]}]",2024-07-10 08:56:57+00:00,2,0,373
NatWest Business,"@liealsjl Of course that is completely understandable and thank you very much for your kind words. 😊

Matthew",,,[],2024-07-08 18:39:44+00:00,0,0,36
NatWest Business,"@liealsjl I understand SJL I appreciate the communication and I wish you all the best with seeking the outcome you desire.

Matthew",,,[],2024-07-08 18:35:11+00:00,0,0,27
NatWest Business,"@liealsjl I understand if you no longer wish to follow up with us here on this, once you receive the outcome/resolution of your complaint you will be given instructions on how to escalate this to the Ombudsman if you haven't done this already.

If you wish to discuss further please DM us. https://t.co/2T6KMD2Ikh",,,"[{'display_url': 'x.com/messages/compo…', 'expanded_url': 'https://x.com/messages/compose?recipient_id=252987498', 'url': 'https://t.co/2T6KMD2Ikh', 'indices': [290, 313]}]",2024-07-08 18:07:15+00:00,0,0,27
NatWest Business,"@SarahAppleton_ Hi Sarah, thanks for getting in touch. I'm sorry to hear about the ongoing issues you are facing. 

Please get in touch with us via our WhatsApp Business chat. Click on the below link to start a chat: 

https://t.co/ch1ul3oOrQ",,,"[{'display_url': 'api.whatsapp.com/send?phone=443…', 'expanded_url': 'https://api.whatsapp.com/send?phone=443457114477&text=Hi%20please%20help', 'url': 'https://t.co/ch1ul3oOrQ', 'indices': [219, 242]}]",2024-07-08 16:42:48+00:00,0,0,63
NatWest Business,@liealsjl I am sorry that this is happening to you. I want to support you in any way I can to get this resolved. If you could PM us with the complaints reference or business name we can look into this and try to come to a resolution. (DF),,,[],2024-07-08 16:09:10+00:00,0,0,20
NatWest Business,@liealsjl As I stated I am unable to talk about account specifics via social media. I would love to try to support you with this but I am not able to via this medium. I understand your frustration and anger and you are welcome to approach who ever you wish.,,,[],2024-07-08 15:21:08+00:00,0,0,20
NatWest Business,@liealsjl I appreciate your frustration. It sounds like you have already reached out to the complaints team and I am sorry if they were not able to resolve this situation. Please do consider reaching out to us via the methods I mentioned if you wish to continue this conversation.,,,[],2024-07-08 15:16:29+00:00,0,0,21
NatWest Business,@liealsjl Hi I am sorry to hear you experiencing issues with regards to your business account. I am not able to talk about account specifics via social media. You can contact the business team on 03457 114477 for a chat or start a web chat with Cora on the main website.,,,[],2024-07-08 15:11:47+00:00,0,0,22
NatWest Business,Access exclusive benefits with our award-winning Accelerator programme. (Beauhurst 2022) https://t.co/5Xy9UGj8wR #NatWestAccelerator https://t.co/K0WDTUZnU5,,,"[{'display_url': 'natwest.com/business/busin…', 'expanded_url': 'https://www.natwest.com/business/business-services/entrepreneur-accelerator.html', 'url': 'https://t.co/5Xy9UGj8wR', 'indices': [89, 112]}]",2024-07-08 14:55:12+00:00,4,1,528
Dan Neidle,"The result was automatic - ""as night follows day"", the case was struck out. https://t.co/Quijte6Oqp",,,[],2024-07-02 20:05:26+00:00,23,253,65220
NatWest Business,"Retrofitting non-domestic buildings can make commercial sense and help accelerate the journey to net zero. Read our article to find out if it might be an option for your business:
https://t.co/2KsjrclTFm

#retrofit #property #construction #netzero https://t.co/JDlSJafU4E",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/sector-trends/real-estate/scaling-up-retrofit-in-non-domestic-buildings.html', 'url': 'https://t.co/2KsjrclTFm', 'indices': [180, 203]}]",2024-07-05 16:05:52+00:00,1,2,424
NatWest Business,"Decarbonisation presents huge opportunities for the transportation sector, but there are many challenges on the road to net zero. Read our key takeaways from a recent panel discussion on the topic here:
https://t.co/WQNYq47LdX

#transport #mobility #netzero https://t.co/GoPZAsjoZv",,,"[{'display_url': 'natwest.com/corporates/ins…', 'expanded_url': 'https://www.natwest.com/corporates/insights/sustainability/driving-the-automotive-transition.html', 'url': 'https://t.co/WQNYq47LdX', 'indices': [203, 226]}]",2024-07-01 11:55:37+00:00,0,2,384
NatWest Business,"Measuring and maintaining biodiversity is a requirement for many organisations. Read how a UK business is using satellite and AI technology to deliver the crucial data: https://t.co/au72Cjqr62

#Climate #AI #Biodiversity https://t.co/6yMnZrEBII",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/sustainability/climate/using-ai-and-satellites-to-measure-biodiversity.html', 'url': 'https://t.co/au72Cjqr62', 'indices': [169, 192]}]",2024-07-01 09:40:12+00:00,3,2,362
